entity_type,entity,date,severity,описание,real_user,event_count,time_range,top_hours,программы,top_event_names,top_users,top_hosts,top_addresses,source_files
host,tmtp-003146,2025-12-23,low,"События: 3159. Диапазон времени: 2025-12-23 00:00:32 — 2025-12-23 23:58:35. Пиковые часы: 10:00 (411); 17:00 (324); 11:00 (275); 09:00 (274); 08:00 (223). Запуск ПО: C:\\Windows\\System32\\svchost.exe (1154); C:\\Windows\\System32\\services.exe (505); - (458); Advapi (332); ""C:\\Windows\\SysWOW64\\DllHost.exe"" /Processid:{776DBC8D-7347-478C-8D71-791E12EF49D8} (230). События/ID: Microsoft-Windows-Security-Auditing (3159); 4688 (2286); A new process has been created. (2285); An account was successfully logged on. (479); 4624 (479). Сетевые адреса/сайты: 10.50.33.18 (3114); 10.50.11.34 (21); 10.37.7.77 (18); 10.50.11.6 (6).",,3159,2025-12-23 00:00:32 — 2025-12-23 23:58:35,10:00 (411); 17:00 (324); 11:00 (275); 09:00 (274); 08:00 (223),"C:\\Windows\\System32\\svchost.exe (1154); C:\\Windows\\System32\\services.exe (505); - (458); Advapi (332); ""C:\\Windows\\SysWOW64\\DllHost.exe"" /Processid:{776DBC8D-7347-478C-8D71-791E12EF49D8} (230)",Microsoft-Windows-Security-Auditing (3159); 4688 (2286); A new process has been created. (2285); An account was successfully logged on. (479); 4624 (479),tmtp-003146$ (3617); - (1437); user047 (692); user036 (313); user074 (170),,10.50.33.18 (3114); 10.50.11.34 (21); 10.37.7.77 (18); 10.50.11.6 (6),tmtp-003146_SIEM_2025-12-23.csv
host,tmtp-003672,2025-12-23,low,События: 3506. Диапазон времени: 2025-12-23 00:00:33 — 2025-12-23 23:51:03. Пиковые часы: 10:00 (389); 11:00 (335); 15:00 (222); 14:00 (205); 16:00 (177). Запуск ПО: C:\\Windows\\System32\\svchost.exe (1324); C:\\Windows\\System32\\services.exe (554); - (525); Advapi (404); C:\\Windows\\System32\\wbem\\WmiPrvSE.exe (290). События/ID: Microsoft-Windows-Security-Auditing (3506); 4688 (2607); A new process has been created. (2607); 4624 (557); An account was successfully logged on. (557). Сетевые адреса/сайты: 10.50.101.5 (3456); 10.50.11.34 (32); 10.50.11.6 (10); 10.50.11.20 (5); 10.37.7.77 (3).,,3506,2025-12-23 00:00:33 — 2025-12-23 23:51:03,10:00 (389); 11:00 (335); 15:00 (222); 14:00 (205); 16:00 (177),C:\\Windows\\System32\\svchost.exe (1324); C:\\Windows\\System32\\services.exe (554); - (525); Advapi (404); C:\\Windows\\System32\\wbem\\WmiPrvSE.exe (290),Microsoft-Windows-Security-Auditing (3506); 4688 (2607); A new process has been created. (2607); 4624 (557); An account was successfully logged on. (557),tmtp-003672$ (3923); - (1504); user001 (867); user036 (389); user074 (288),,10.50.101.5 (3456); 10.50.11.34 (32); 10.50.11.6 (10); 10.50.11.20 (5); 10.37.7.77 (3),tmtp-003672_SIEM_2025-12-23.csv
host,tmtp-003541,2025-12-23,low,События: 648. Диапазон времени: 2025-12-23 00:03:50 — 2025-12-23 23:53:37. Пиковые часы: 09:00 (51); 14:00 (38); 12:00 (37); 01:00 (32); 19:00 (32). Аномальное время работы (ночь/поздний вечер): 01:00 (32). Запуск ПО: - (618); Advapi (471); Kerberos (168); User32 (3); Negotiat (3). События/ID: Microsoft-Windows-Security-Auditing (648); 4624 (645); An account was successfully logged on. (645); 4634 (2); An account was logged off. (2). Сетевые адреса/сайты: 10.50.33.12 (597); 10.50.11.34 (27); 10.50.11.31 (12); 10.50.11.167 (4); 10.37.7.77 (3).,,648,2025-12-23 00:03:50 — 2025-12-23 23:53:37,09:00 (51); 14:00 (38); 12:00 (37); 01:00 (32); 19:00 (32),- (618); Advapi (471); Kerberos (168); User32 (3); Negotiat (3),Microsoft-Windows-Security-Auditing (648); 4624 (645); An account was successfully logged on. (645); 4634 (2); An account was logged off. (2),tmtp-003541$ (648); user036 (458); - (169); user035 (13); user051 (6),,10.50.33.12 (597); 10.50.11.34 (27); 10.50.11.31 (12); 10.50.11.167 (4); 10.37.7.77 (3),tmtp-003541_SIEM_2025-12-23.csv
host,tmtp-000085,2025-12-23,low,События: 2107. Диапазон времени: 2025-12-23 00:00:33 — 2025-12-23 23:45:46. Пиковые часы: 11:00 (523); 17:00 (141); 12:00 (114); 14:00 (114); 08:00 (108). Запуск ПО: C:\\Windows\\System32\\svchost.exe (596); C:\\Windows\\System32\\SearchIndexer.exe (272); - (258); C:\\Windows\\Microsoft.NET\\Framework64\\v4.0.30319\\ngentask.exe (232); C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\ngentask.exe (178). События/ID: Microsoft-Windows-Security-Auditing (2107); A new process has been created. (1569); 4688 (1569); 4624 (284); An account was successfully logged on. (284). Сетевые адреса/сайты: 10.50.30.36 (2037); 10.50.11.34 (26); 10.50.11.163 (26); 10.50.11.167 (10); 10.50.11.6 (8).,,2107,2025-12-23 00:00:33 — 2025-12-23 23:45:46,11:00 (523); 17:00 (141); 12:00 (114); 14:00 (114); 08:00 (108),C:\\Windows\\System32\\svchost.exe (596); C:\\Windows\\System32\\SearchIndexer.exe (272); - (258); C:\\Windows\\Microsoft.NET\\Framework64\\v4.0.30319\\ngentask.exe (232); C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\ngentask.exe (178),Microsoft-Windows-Security-Auditing (2107); A new process has been created. (1569); 4688 (1569); 4624 (284); An account was successfully logged on. (284),tmtp-000085$ (2387); - (1412); user004 (273); user036 (107); user035 (26),,10.50.30.36 (2037); 10.50.11.34 (26); 10.50.11.163 (26); 10.50.11.167 (10); 10.50.11.6 (8),tmtp-000085_SIEM_2025-12-23.csv
host,tmtp-000224,2025-12-23,low,События: 2239. Диапазон времени: 2025-12-23 00:00:03 — 2025-12-23 17:00:21. Пиковые часы: 11:00 (580); 08:00 (195); 10:00 (184); 12:00 (180); 00:00 (177). Аномальное время работы (ночь/поздний вечер): 00:00 (177). Запуск ПО: C:\\Windows\\System32\\svchost.exe (619); C:\\Windows\\System32\\SearchIndexer.exe (266); C:\\Windows\\Microsoft.NET\\Framework64\\v4.0.30319\\ngentask.exe (235); C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\ngentask.exe (189); \\??\\C:\\WINDOWS\\system32\\conhost.exe 0xffffffff -ForceV1 (174). События/ID: Microsoft-Windows-Security-Auditing (2239); 4688 (1845); A new process has been created. (1845); 4662 (234); An operation was performed on an object. (234). Сетевые адреса/сайты: 10.50.21.38 (2205); 10.50.11.34 (20); 10.50.11.6 (8); 10.50.11.20 (4); 10.50.11.167 (1).,,2239,2025-12-23 00:00:03 — 2025-12-23 17:00:21,11:00 (580); 08:00 (195); 10:00 (184); 12:00 (180); 00:00 (177),C:\\Windows\\System32\\svchost.exe (619); C:\\Windows\\System32\\SearchIndexer.exe (266); C:\\Windows\\Microsoft.NET\\Framework64\\v4.0.30319\\ngentask.exe (235); C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\ngentask.exe (189); \\??\\C:\\WINDOWS\\system32\\conhost.exe 0xffffffff -ForceV1 (174),Microsoft-Windows-Security-Auditing (2239); 4688 (1845); A new process has been created. (1845); 4662 (234); An operation was performed on an object. (234),tmtp-000224$ (2499); - (1460); user040 (442); user036 (52); user035 (18),,10.50.21.38 (2205); 10.50.11.34 (20); 10.50.11.6 (8); 10.50.11.20 (4); 10.50.11.167 (1),tmtp-000224_SIEM_2025-12-23.csv
host,tmtp-000417,2025-12-23,low,События: 2882. Диапазон времени: 2025-12-23 07:30:58 — 2025-12-23 23:59:54. Пиковые часы: 10:00 (518); 13:00 (236); 07:00 (230); 15:00 (205); 09:00 (204). Запуск ПО: C:\\Windows\\System32\\svchost.exe (1052); C:\\Windows\\System32\\services.exe (407); - (399); Advapi (303); C:\\Windows\\System32\\wbem\\WmiPrvSE.exe (294). События/ID: Microsoft-Windows-Security-Auditing (2882); 4688 (2146); A new process has been created. (2146); 4624 (422); An account was successfully logged on. (422). Сетевые адреса/сайты: 10.50.30.32 (2842); 10.50.11.34 (23); 10.50.11.20 (12); 10.37.7.77 (3); 10.50.11.6 (2).,,2882,2025-12-23 07:30:58 — 2025-12-23 23:59:54,10:00 (518); 13:00 (236); 07:00 (230); 15:00 (205); 09:00 (204),C:\\Windows\\System32\\svchost.exe (1052); C:\\Windows\\System32\\services.exe (407); - (399); Advapi (303); C:\\Windows\\System32\\wbem\\WmiPrvSE.exe (294),Microsoft-Windows-Security-Auditing (2882); 4688 (2146); A new process has been created. (2146); 4624 (422); An account was successfully logged on. (422),tmtp-000417$ (3252); - (1252); user089 (643); user036 (293); user074 (292),,10.50.30.32 (2842); 10.50.11.34 (23); 10.50.11.20 (12); 10.37.7.77 (3); 10.50.11.6 (2),tmtp-000417_SIEM_2025-12-23.csv
host,tmtp-003377,2025-12-23,low,События: 2098. Диапазон времени: 2025-12-23 07:52:49 — 2025-12-23 17:17:40. Пиковые часы: 07:00 (254); 08:00 (249); 10:00 (245); 12:00 (228); 15:00 (196). Запуск ПО: C:\\Windows\\System32\\svchost.exe (971); C:\\Windows\\System32\\services.exe (271); - (258); C:\\Windows\\System32\\SearchIndexer.exe (226); Advapi (200). События/ID: Microsoft-Windows-Security-Auditing (2098); 4688 (1625); A new process has been created. (1625); 4624 (269); An account was successfully logged on. (269). Сетевые адреса/сайты: 10.50.35.8 (2072); 10.50.11.34 (11); 10.37.7.77 (9); 10.50.11.20 (6).,,2098,2025-12-23 07:52:49 — 2025-12-23 17:17:40,07:00 (254); 08:00 (249); 10:00 (245); 12:00 (228); 15:00 (196),C:\\Windows\\System32\\svchost.exe (971); C:\\Windows\\System32\\services.exe (271); - (258); C:\\Windows\\System32\\SearchIndexer.exe (226); Advapi (200),Microsoft-Windows-Security-Auditing (2098); 4688 (1625); A new process has been created. (1625); 4624 (269); An account was successfully logged on. (269),tmtp-003377$ (2335); - (948); user042 (693); user036 (192); user035 (12),,10.50.35.8 (2072); 10.50.11.34 (11); 10.37.7.77 (9); 10.50.11.20 (6),tmtp-003377_SIEM_2025-12-23.csv
host,tmtp-000143,2025-12-23,low,"События: 2495. Диапазон времени: 2025-12-23 00:00:32 — 2025-12-23 23:56:18. Пиковые часы: 11:00 (414); 12:00 (171); 13:00 (158); 19:00 (151); 10:00 (133). Запуск ПО: C:\\Windows\\System32\\svchost.exe (909); C:\\Windows\\System32\\SearchIndexer.exe (407); - (284); C:\\WINDOWS\\system32\\wbem\\wmiprvse.exe -Embedding (206); ""C:\\WINDOWS\\system32\\SearchFilterHost.exe"" 0 716 720 728 8192 724 (198). События/ID: Microsoft-Windows-Security-Auditing (2495); 4688 (1854); A new process has been created. (1852); An operation was performed on an object. (325); 4662 (325). Сетевые адреса/сайты: 10.50.34.12 (2422); 10.50.11.20 (42); 10.50.11.34 (28); 10.37.7.77 (3).",,2495,2025-12-23 00:00:32 — 2025-12-23 23:56:18,11:00 (414); 12:00 (171); 13:00 (158); 19:00 (151); 10:00 (133),"C:\\Windows\\System32\\svchost.exe (909); C:\\Windows\\System32\\SearchIndexer.exe (407); - (284); C:\\WINDOWS\\system32\\wbem\\wmiprvse.exe -Embedding (206); ""C:\\WINDOWS\\system32\\SearchFilterHost.exe"" 0 716 720 728 8192 724 (198)",Microsoft-Windows-Security-Auditing (2495); 4688 (1854); A new process has been created. (1852); An operation was performed on an object. (325); 4662 (325),tmtp-000143$ (2857); - (1549); user005 (455); user036 (94); user035 (26),,10.50.34.12 (2422); 10.50.11.20 (42); 10.50.11.34 (28); 10.37.7.77 (3),tmtp-000143_SIEM_2025-12-23.csv
host,tmtp-000326,2025-12-23,low,События: 3217. Диапазон времени: 2025-12-23 00:00:32 — 2025-12-23 23:56:18. Пиковые часы: 09:00 (518); 18:00 (393); 08:00 (259); 16:00 (202); 13:00 (176). Запуск ПО: C:\\Windows\\System32\\svchost.exe (1064); C:\\Windows\\System32\\services.exe (564); - (520); Advapi (385); C:\\Windows\\System32\\wbem\\WmiPrvSE.exe (296). События/ID: Microsoft-Windows-Security-Auditing (3217); 4688 (2307); A new process has been created. (2306); 4624 (539); An account was successfully logged on. (539). Сетевые адреса/сайты: 10.50.24.17 (3180); 10.50.11.34 (19); 10.37.7.77 (15); 10.50.11.6 (2); 10.50.11.20 (1).,,3217,2025-12-23 00:00:32 — 2025-12-23 23:56:18,09:00 (518); 18:00 (393); 08:00 (259); 16:00 (202); 13:00 (176),C:\\Windows\\System32\\svchost.exe (1064); C:\\Windows\\System32\\services.exe (564); - (520); Advapi (385); C:\\Windows\\System32\\wbem\\WmiPrvSE.exe (296),Microsoft-Windows-Security-Auditing (3217); 4688 (2307); A new process has been created. (2306); 4624 (539); An account was successfully logged on. (539),tmtp-000326$ (3650); - (1567); user043 (469); user036 (367); user074 (293),,10.50.24.17 (3180); 10.50.11.34 (19); 10.37.7.77 (15); 10.50.11.6 (2); 10.50.11.20 (1),tmtp-000326_SIEM_2025-12-23.csv
host,cplus-0107994,2025-12-23,low,События: 686. Диапазон времени: 2025-12-23 00:01:29 — 2025-12-23 23:50:28. Пиковые часы: 12:00 (47); 00:00 (43); 14:00 (41); 02:00 (41); 16:00 (37). Аномальное время работы (ночь/поздний вечер): 00:00 (43); 02:00 (41). Запуск ПО: - (656); Advapi (551); Kerberos (133). События/ID: Microsoft-Windows-Security-Auditing (686); 4624 (684); An account was successfully logged on. (684); An account was logged off. (1); Group membership information. (1). Сетевые адреса/сайты: 10.50.26.22 (655); 10.50.11.34 (28); 10.37.7.77 (3).,,686,2025-12-23 00:01:29 — 2025-12-23 23:50:28,12:00 (47); 00:00 (43); 14:00 (41); 02:00 (41); 16:00 (37),- (656); Advapi (551); Kerberos (133),Microsoft-Windows-Security-Auditing (686); 4624 (684); An account was successfully logged on. (684); An account was logged off. (1); Group membership information. (1),cplus-0107994$ (686); user036 (538); - (134); user035 (13),,10.50.26.22 (655); 10.50.11.34 (28); 10.37.7.77 (3),cplus-0107994_SIEM_2025-12-23.csv
host,tmtp-003372,2025-12-23,low,События: 3479. Диапазон времени: 2025-12-23 00:00:32 — 2025-12-23 23:58:57. Пиковые часы: 09:00 (422); 14:00 (226); 16:00 (218); 17:00 (211); 10:00 (209). Запуск ПО: C:\\Windows\\System32\\svchost.exe (1470); C:\\Windows\\System32\\services.exe (475); - (431); C:\\Windows\\System32\\SearchIndexer.exe (370); Advapi (305). События/ID: Microsoft-Windows-Security-Auditing (3479); 4688 (2691); A new process has been created. (2691); 4624 (490); An account was successfully logged on. (490). Сетевые адреса/сайты: 10.50.21.59 (3400); 10.50.11.34 (59); 10.50.11.31 (12); 10.50.11.6 (6); 10.50.11.167 (2).,,3479,2025-12-23 00:00:32 — 2025-12-23 23:58:57,09:00 (422); 14:00 (226); 16:00 (218); 17:00 (211); 10:00 (209),C:\\Windows\\System32\\svchost.exe (1470); C:\\Windows\\System32\\services.exe (475); - (431); C:\\Windows\\System32\\SearchIndexer.exe (370); Advapi (305),Microsoft-Windows-Security-Auditing (3479); 4688 (2691); A new process has been created. (2691); 4624 (490); An account was successfully logged on. (490),tmtp-003372$ (3868); - (1564); user096 (1030); user036 (292); user074 (170),,10.50.21.59 (3400); 10.50.11.34 (59); 10.50.11.31 (12); 10.50.11.6 (6); 10.50.11.167 (2),tmtp-003372_SIEM_2025-12-23.csv
host,tmtp-004018,2025-12-23,low,События: 668. Диапазон времени: 2025-12-23 00:03:13 — 2025-12-23 23:54:20. Пиковые часы: 09:00 (43); 07:00 (38); 10:00 (38); 20:00 (36); 19:00 (36). Запуск ПО: - (637); Advapi (525); Kerberos (118); Negotiat (9); User32 (9). События/ID: Microsoft-Windows-Security-Auditing (668); An account was successfully logged on. (661); 4624 (661); 4634 (4); An account was logged off. (4). Сетевые адреса/сайты: 10.50.30.48 (635); 10.50.11.34 (24); 10.50.11.6 (6); 10.37.7.77 (3).,,668,2025-12-23 00:03:13 — 2025-12-23 23:54:20,09:00 (43); 07:00 (38); 10:00 (38); 20:00 (36); 19:00 (36),- (637); Advapi (525); Kerberos (118); Negotiat (9); User32 (9),Microsoft-Windows-Security-Auditing (668); An account was successfully logged on. (661); 4624 (661); 4634 (4); An account was logged off. (4),tmtp-004018$ (668); user036 (512); - (119); user052 (20); user035 (13),,10.50.30.48 (635); 10.50.11.34 (24); 10.50.11.6 (6); 10.37.7.77 (3),tmtp-004018_SIEM_2025-12-23.csv
host,tmtp-000565,2025-12-23,low,События: 2825. Диапазон времени: 2025-12-23 00:00:32 — 2025-12-23 23:53:44. Пиковые часы: 11:00 (567); 16:00 (229); 14:00 (152); 08:00 (145); 10:00 (144). Запуск ПО: C:\\Windows\\System32\\svchost.exe (979); - (343); C:\\Windows\\System32\\services.exe (241); C:\\Windows\\System32\\SearchIndexer.exe (233); Advapi (228). События/ID: Microsoft-Windows-Security-Auditing (2825); 4688 (2106); A new process has been created. (2106); 4624 (369); An account was successfully logged on. (369). Сетевые адреса/сайты: 10.50.35.32 (2790); 10.50.11.34 (26); 10.50.11.20 (9).,,2825,2025-12-23 00:00:32 — 2025-12-23 23:53:44,11:00 (567); 16:00 (229); 14:00 (152); 08:00 (145); 10:00 (144),C:\\Windows\\System32\\svchost.exe (979); - (343); C:\\Windows\\System32\\services.exe (241); C:\\Windows\\System32\\SearchIndexer.exe (233); Advapi (228),Microsoft-Windows-Security-Auditing (2825); 4688 (2106); A new process has been created. (2106); 4624 (369); An account was successfully logged on. (369),tmtp-000565$ (3213); - (1765); user046 (427); user036 (215); user035 (26),,10.50.35.32 (2790); 10.50.11.34 (26); 10.50.11.20 (9),tmtp-000565_SIEM_2025-12-23.csv
host,tmtp-000282,2025-12-23,medium,События: 5383. Диапазон времени: 2025-12-23 00:00:32 — 2025-12-23 23:59:07. Пиковые часы: 10:00 (417); 16:00 (360); 11:00 (337); 14:00 (318); 09:00 (310). Запуск ПО: C:\\Windows\\System32\\svchost.exe (3012); - (661); C:\\Windows\\System32\\services.exe (620); C:\\Windows\\System32\\RuntimeBroker.exe -Embedding (587); Advapi (498). События/ID: Microsoft-Windows-Security-Auditing (5383); 4688 (4305); A new process has been created. (4305); An account was successfully logged on. (690); 4624 (690). Сетевые адреса/сайты: 10.50.30.15 (5332); 10.50.11.34 (29); 10.50.11.31 (6); 10.50.11.6 (6); 10.50.11.20 (4).,,5383,2025-12-23 00:00:32 — 2025-12-23 23:59:07,10:00 (417); 16:00 (360); 11:00 (337); 14:00 (318); 09:00 (310),C:\\Windows\\System32\\svchost.exe (3012); - (661); C:\\Windows\\System32\\services.exe (620); C:\\Windows\\System32\\RuntimeBroker.exe -Embedding (587); Advapi (498),Microsoft-Windows-Security-Auditing (5383); 4688 (4305); A new process has been created. (4305); An account was successfully logged on. (690); 4624 (690),tmtp-000282$ (5827); - (1769); v.tkach (1052); user050 (721); user084 (694),,10.50.30.15 (5332); 10.50.11.34 (29); 10.50.11.31 (6); 10.50.11.6 (6); 10.50.11.20 (4),tmtp-000282_SIEM_2025-12-23.csv
host,tmtp-000833,2025-12-23,medium,События: 17280. Диапазон времени: 2025-12-23 00:00:32 — 2025-12-23 23:59:44. Пиковые часы: 08:00 (774); 18:00 (746); 09:00 (736); 17:00 (732); 15:00 (731). Запуск ПО: C:\\Windows\\System32\\cmd.exe (8448); \\??\\C:\\WINDOWS\\system32\\conhost.exe 0xffffffff -ForceV1 (4261); C:\\Program Files\\Zabbix Agent 2\\zabbix_agent2.exe (4224); C:\\Windows\\System32\\query.exe (1440); C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe (1440). События/ID: Microsoft-Windows-Security-Auditing (17280); 4688 (16808); A new process has been created. (16808); 4662 (262); An operation was performed on an object. (262). Сетевые адреса/сайты: 10.50.30.77 (17256); 10.50.11.34 (24).,,17280,2025-12-23 00:00:32 — 2025-12-23 23:59:44,08:00 (774); 18:00 (746); 09:00 (736); 17:00 (732); 15:00 (731),C:\\Windows\\System32\\cmd.exe (8448); \\??\\C:\\WINDOWS\\system32\\conhost.exe 0xffffffff -ForceV1 (4261); C:\\Program Files\\Zabbix Agent 2\\zabbix_agent2.exe (4224); C:\\Windows\\System32\\query.exe (1440); C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe (1440),Microsoft-Windows-Security-Auditing (17280); 4688 (16808); A new process has been created. (16808); 4662 (262); An operation was performed on an object. (262),tmtp-000833$ (17572); - (16622); user090 (251); user036 (89); user035 (26),,10.50.30.77 (17256); 10.50.11.34 (24),tmtp-000833_SIEM_2025-12-23.csv
host,tmtp-003560,2025-12-23,medium,События: 479. Диапазон времени: 2025-12-23 00:05:33 — 2025-12-23 23:42:36. Пиковые часы: 17:00 (86); 10:00 (36); 13:00 (33); 11:00 (27); 08:00 (27). Запуск ПО: - (448); Advapi (326); Kerberos (130); Negotiat (4); User32 (4). События/ID: Microsoft-Windows-Security-Auditing (479); An account was successfully logged on. (467); 4624 (467); 4634 (6); An account was logged off. (6). Сетевые адреса/сайты: 10.50.26.43 (432); 10.50.11.34 (19); 10.37.7.77 (15); 10.50.11.20 (11); 10.50.11.6 (2).,,479,2025-12-23 00:05:33 — 2025-12-23 23:42:36,17:00 (86); 10:00 (36); 13:00 (33); 11:00 (27); 08:00 (27),- (448); Advapi (326); Kerberos (130); Negotiat (4); User32 (4),Microsoft-Windows-Security-Auditing (479); An account was successfully logged on. (467); 4624 (467); 4634 (6); An account was logged off. (6),tmtp-003560$ (479); user036 (307); - (138); user035 (14); user054 (9),,10.50.26.43 (432); 10.50.11.34 (19); 10.37.7.77 (15); 10.50.11.20 (11); 10.50.11.6 (2),tmtp-003560_SIEM_2025-12-23.csv
host,tmtp-000177,2025-12-23,medium,"События: 2669. Диапазон времени: 2025-12-23 00:00:02 — 2025-12-23 23:48:56. Пиковые часы: 12:00 (300); 11:00 (205); 21:00 (171); 09:00 (169); 00:00 (157). Аномальное время работы (ночь/поздний вечер): 00:00 (157). Запуск ПО: C:\\Windows\\System32\\svchost.exe (1022); C:\\Windows\\System32\\SearchIndexer.exe (389); - (230); C:\\WINDOWS\\system32\\wbem\\wmiprvse.exe -Embedding (206); ""C:\\WINDOWS\\system32\\SearchFilterHost.exe"" 0 728 732 740 8192 736 (194). События/ID: Microsoft-Windows-Security-Auditing (2669); 4688 (2071); A new process has been created. (2069); An operation was performed on an object. (333); 4662 (333). Сетевые адреса/сайты: 10.50.39.11 (2641); 10.50.11.34 (25); 10.37.7.77 (3).",,2669,2025-12-23 00:00:02 — 2025-12-23 23:48:56,12:00 (300); 11:00 (205); 21:00 (171); 09:00 (169); 00:00 (157),"C:\\Windows\\System32\\svchost.exe (1022); C:\\Windows\\System32\\SearchIndexer.exe (389); - (230); C:\\WINDOWS\\system32\\wbem\\wmiprvse.exe -Embedding (206); ""C:\\WINDOWS\\system32\\SearchFilterHost.exe"" 0 728 732 740 8192 736 (194)",Microsoft-Windows-Security-Auditing (2669); 4688 (2071); A new process has been created. (2069); An operation was performed on an object. (333); 4662 (333),tmtp-000177$ (3063); - (1682); user038 (466); user036 (96); user035 (26),,10.50.39.11 (2641); 10.50.11.34 (25); 10.37.7.77 (3),tmtp-000177_SIEM_2025-12-23.csv
host,TMTP-000023-NB,2025-12-23,medium,События: 813. Диапазон времени: 2025-12-23 00:01:38 — 2025-12-23 23:56:24. Пиковые часы: 15:00 (275); 14:00 (57); 18:00 (52); 13:00 (32); 11:00 (28). Запуск ПО: - (510); Advapi (321); Kerberos (180); Microsoft: Smart Card or other certificate (42); NtLmSsp (32). События/ID: Microsoft-Windows-Security-Auditing (589); An account was successfully logged on. (540); 4624 (540); Use Windows authentication for all users (224); 6272 (42). Сетевые адреса/сайты: 10.50.60.10 (440); 10.50.11.20 (65); 10.14.91.196 (44); 10.50.11.34 (30); 10.50.11.6 (6).,,813,2025-12-23 00:01:38 — 2025-12-23 23:56:24,15:00 (275); 14:00 (57); 18:00 (52); 13:00 (32); 11:00 (28),- (510); Advapi (321); Kerberos (180); Microsoft: Smart Card or other certificate (42); NtLmSsp (32),Microsoft-Windows-Security-Auditing (589); An account was successfully logged on. (540); 4624 (540); Use Windows authentication for all users (224); 6272 (42),tmtp-000023-nb$ (547); user036 (308); UCLH\\TMTP-000023-NB$ (224); - (213); user059 (84),,10.50.60.10 (440); 10.50.11.20 (65); 10.14.91.196 (44); 10.50.11.34 (30); 10.50.11.6 (6),TMTP-000023-NB_SIEM_2025-12-23.csv
host,tmtp-000112,2025-12-23,medium,События: 20853. Диапазон времени: 2025-12-23 00:00:05 — 2025-12-23 23:59:42. Пиковые часы: 17:00 (1678); 09:00 (1673); 11:00 (1596); 10:00 (1289); 08:00 (1288). Запуск ПО: - (3796); Trusted Zone (3642); C:\\Windows\\System32\\svchost.exe (3053); Kerberos (2082); NtLmSsp (1394). События/ID: Microsoft-Windows-Security-Auditing (14655); 4688 (6682); A new process has been created. (6682); An account was successfully logged on. (3848); 4624 (3848). Сетевые адреса/сайты: 10.50.27.6 (7812); 10.14.1.71 (4203); 10.14.1.72 (3116); 10.50.11.20 (1511); 10.10.7.21 (344).,,20853,2025-12-23 00:00:05 — 2025-12-23 23:59:42,17:00 (1678); 09:00 (1673); 11:00 (1596); 10:00 (1289); 08:00 (1288),- (3796); Trusted Zone (3642); C:\\Windows\\System32\\svchost.exe (3053); Kerberos (2082); NtLmSsp (1394),Microsoft-Windows-Security-Auditing (14655); 4688 (6682); A new process has been created. (6682); An account was successfully logged on. (3848); 4624 (3848),user053 (14444); - (10184); tmtp-000112$ (8147); user010 (517); user011 (150),,10.50.27.6 (7812); 10.14.1.71 (4203); 10.14.1.72 (3116); 10.50.11.20 (1511); 10.10.7.21 (344),tmtp-000112_SIEM_2025-12-23.csv; tmtp-000112_PAN_2025-12-23.csv
